objek wisata,ulasan,atraksi1,atraksi2,atraksi3,amenitas1,amenitas2,amenitas3,aksesibilitas1,aksesibilitas2,aksesibilitas3,hasil atraksi,hasil amenitas,hasil aksesibilitas
waduk gondang,Ok,positif,,,positif,,,positif,,,,,
waduk gondang,Tempatnya rindang,,positif,positif,positif,,,,,,positif,,
waduk gondang,Tempatnya bagus lumayan ramai suka,,positif,positif,positif,,,,,,positif,,
waduk gondang,Waduk indah & kebun binatang,,positif,positif,positif,,,,,,positif,,
waduk gondang,Susana yang nyaman dan sejuk cocok buat diskusi,,,positif,positif,positif,,,,,,positif,
waduk gondang,Kurang terawat toiletnya,,,,negatif,negatif,negatif,,,,,negatif,
waduk gondang,Sejuk suasananya,,positif,positif,positif,,,,,,positif,,
waduk gondang,Perlu pembenahan dan penambahan fasilitas pendukung,,,,positif,negatif,negatif,,,,,negatif,
waduk gondang,Bagus,positif,,,positif,,,,,,,,
waduk gondang,"Tempatnya adem,sejuk dan luas",positif,positif,positif,,,,,,,positif,,
waduk gondang,Suasana sejuk,positif,positif,positif,,,,,,,positif,,
waduk gondang,Ramai dan rindang sekali,positif,positif,positif,,,,,,,positif,,
waduk gondang,psatwa di waduk Gondang kian lama makin sedikit,negatif,negatif,negatif,,,,,,,negatif,,
waduk gondang,nyaman,,,,positif,positif,positif,,,,,positif,
waduk gondang,Bagus cm Banyak yg rusak fasilitasnya,,,,positif,negatif,negatif,,,,,negatif,
waduk gondang,"Waduk Gondang Sugio Lamongan pemandangan bagus, tempat bermain, perahu, warung, tempat parkir, dll.",,positif,positif,positif,,positif,positif,,,positif,positif,
waduk gondang,Udara segarr di pagi hari,positif,,positif,,,,,,,positif,,
waduk gondang,Permainan banyak tidak terawat,,,,negatif,negatif,negatif,,,,,negatif,
waduk gondang,Tempat bagus & sejuk,positif,positif,positif,,,,,,,positif,,
waduk gondang,Waduknya luas kyk gajah mungkur,positif,,positif,,,,,,,positif,,
waduk gondang,Mantap,positif,,,,,,,,,,,
waduk gondang,"Udara sejuk, pemandangan indah gelombang air yg tenang",positif,positif,positif,,,,,,,positif,,
waduk gondang,Murah tiket parkirnya,,,,positif,positif,positif,,,,,positif,
waduk gondang,Untuk menghilangkan penat dan stress ok banget,positif,positif,positif,,,,,,,positif,,
waduk gondang,Tempatnya sejuk. Enak untuk dibuat mancing,positif,positif,positif,,,,,,,positif,,
waduk gondang,Sebenarnya bagus kurang perawatan musholla hampir rubuh sholat  jadi was was... Fitri sekargayatri Balongbendo Sidoarjo,,,,negatif,negatif,negatif,,,,,negatif,
waduk gondang,Tempatnya enak sejuk cuma playground nya gak terawat. Niat mau ngajak anak main kesana kok malah gabisa di pake mainan semua,,positif,positif,positif,negatif,negatif,,,,positif,negatif,
waduk gondang,Indah,positif,,positif,,,,,,,positif,,
waduk gondang,Tempat wisata yg asri dan bisa di gunakan edukasi,,positif,positif,positif,,,,,,positif,,
waduk gondang,"Tempat yang bagus, dan banyaknya pemandangan+tempat foto",positif,positif,positif,,,,,,,positif,,
waduk gondang,Seharusnya lebih diperbaiki lagi fasilitas yg ada di wisata,,,,positif,negatif,negatif,,,,,negatif,
waduk gondang,"Rindang sejuk, permainan anak cukup lumayan banyak",positif,positif,positif,,,,,,,positif,,
waduk gondang,"Sejuk, makanan enak",positif,,positif,,positif,positif,,,,positif,positif,
waduk gondang,Indah dan nyaman,positif,positif,positif,,positif,positif,,,,positif,positif,
waduk gondang,kebersihannya kurang,,,,negatif,negatif,negatif,,,,,negatif,
waduk gondang,Tempat yang nyaman untuk sekedar bersantai dengan keluarga,,,,positif,positif,positif,,,,,positif,
waduk gondang,"waduk  yg indah, biasa untuk kopdar Club motor, mobil, spedah",positif,positif,positif,,,,,,,positif,,
waduk gondang,Cocok buat nyantai nyantai bersama  keluarga,positif,positif,positif,,,,,,,positif,,
waduk gondang,tempat yang cocok buat bersantai dengan keluarga,positif,positif,positif,positif,,,,,,positif,,
waduk gondang,Emm...ckup asri...jg hayati tntang alam keagungane gusti...jg slm sejahtra..,positif,positif,positif,,,,,,,positif,,
waduk gondang,Disini kita bisa menikmati wisata yg ada di waduk gondang dan diatas tanggul waduk gondang kita bisa joging dan olahraga lainnya,positif,positif,positif,positif,,,positif,,,positif,,
waduk gondang,Toilet kurang bersih,,,,negatif,negatif,negatif,,,,,negatif,
waduk gondang,"Kurang bagus terlalu banyak spd motor bleyer"" jdi berisik",,negatif,,negatif,negatif,negatif,,,,,negatif,
waduk gondang,"Kalau mau ngobrol santai diluar rumah, disini cocok bangettt",positif,positif,positif,,,,,,,positif,,
waduk gondang,"#Suka hijau & rindang pohonnya
#Suka area belajar berkendaranya",positif,positif,positif,,,,,,,positif,,
waduk gondang,bagus sejuk,positif,positif,positif,,,,,,,positif,,
waduk gondang,Suka...skrg lumayan bagus tp msh krg perawatan..,positif,positif,positif,,negatif,negatif,,,,positif,negatif,
waduk gondang,"Sejuk, nyaman",positif,positif,positif,,positif,positif,,,,positif,positif,
waduk gondang,Swa foto & outbond,positif,,positif,,,,,,,positif,,
waduk gondang,Wisata untk keluarga,positif,positif,positif,,,,,,,positif,,
waduk gondang,tempat yang pas untuk liburan keluarga,positif,positif,positif,,,,,,,positif,,
waduk gondang,asri,positif,,positif,,,,,,,positif,,
waduk gondang,asyik buat ngopi,,positif,positif,positif,,,,,,positif,,
waduk gondang,"Bagus, tempatnya sejuk & nyaman",positif,positif,positif,,positif,positif,,,,positif,positif,
waduk gondang,Wisata air n Bonbin mini murah meriah kabupaten Lamongan,positif,positif,positif,,,,,,,positif,,
waduk gondang,Bagus tp kurang terawat.,,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
waduk gondang,Tempatnya sangat asri dan harga masuknya terjangkau,,positif,positif,positif,,,,,,positif,,
waduk gondang,bagus,positif,,,positif,,,,,,,,
waduk gondang,Tempat untuk melepas penat,positif,positif,positif,,,,,,,positif,,
waduk gondang,"Bagus cuma terkesan kotor, ada wahana baru G Park",,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
waduk gondang,Asri dan nyaman,positif,,positif,,positif,positif,,,,positif,positif,
waduk gondang,Banyak fasilitas yang rusak,,,,positif,negatif,negatif,,,,,negatif,
waduk gondang,"Dengan pesona danau waduk Gondang yang alami dan asri, hamparan bukit bukit di sekitar waduk menambah keindahan waduk gondang",positif,positif,positif,,,,,,,positif,,
waduk gondang,Wisata di lamongan,,,,positif,,,,,,,,
waduk gondang,Tempat yang tepat untuk berakhir pekan bersama keluarga.,positif,positif,positif,,,,,,,positif,,
waduk gondang,"Bagus, sayang beberapa fasilitas gak terawat",,positif,positif,positif,negatif,negatif,,,,positif,negatif,
waduk gondang,Cocok utk piknik keluarga...,positif,positif,positif,,,,,,,positif,,
waduk gondang,Sejuk adem. Tp sayang binatangnya tidak terpelihara dg baik,positif,positif,positif,,negatif,negatif,,,,positif,negatif,
waduk gondang,penataan penjual makanan krng tertata sehingga terkesan kumuh,,,,,negatif,negatif,,,,,negatif,
waduk gondang,Bagus,positif,,,,,,,,,,,
waduk gondang,Aku kesini kalau pengen penyetannya.,positif,,positif,,,,,,,positif,,
waduk gondang,"Bagus, banyak kemajuan dan lagi G Park segera dibuka",positif,positif,positif,,,,,,,positif,,
waduk gondang,"Bagus, mulai ada pembenahan dan penambahan fasilitas utk akses pejalan kaki. Mudah""an kedepan lebih Bagus lagi dan sukses.",,,,,positif,positif,,,,,positif,
waduk gondang,Sejuk enak,positif,,positif,,,,,,,positif,,
waduk gondang,Tempatnya sejuk dan asri.. Cocok buat nongkrong karena tiket masuknya muraaahh banget,positif,positif,positif,,,,,,,positif,,
waduk gondang,Ok,positif,,,,,,,,,,,
waduk gondang,"Tempat bagus, tapi hewan di kebun binatang mininya kurang terawat. Bahkan di kandang kera tidak disediakan minum, kasian...
Mohon diperhatikan pemeliharaan satwanya.",positif,positif,positif,positif,negatif,negatif,,,,positif,negatif,
waduk gondang,Nyaman,,,,positif,,positif,,,,,positif,
waduk gondang,"Sipp, udaranya seger",,,,positif,,positif,,,,,positif,
waduk gondang,Lumayan Bagus,,,,positif,,,,,,,,
waduk gondang,Mantap dah..,,,,positif,,,,,,,,
waduk gondang,Destinasi wisata terdekat dengan tempat tinggal.,,,,positif,,,positif,,positif,,,positif
waduk gondang,Bagus,,,,positif,,,,,,,,
waduk gondang,Adem rame bagus,,,positif,positif,,positif,,,,,positif,
waduk gondang,"Sejuuk pas sore"" Buat santai enaak, HTM 3000  makanan murah""",,positif,positif,positif,positif,positif,,,,positif,positif,
waduk gondang,Keren,,,,positif,,,,,,,,
waduk gondang,Sangat indah...,positif,positif,positif,,,,,,,positif,,
waduk gondang,Mantap untuk mancing,positif,positif,positif,,,,,,,positif,,
waduk gondang,"Waduk Gondang wisata Alam yang asri, dan view sangat menarik.",positif,positif,positif,,,,,,,positif,,
waduk gondang,Kurang terawat,,,,negatif,,negatif,,,,,negatif,
waduk gondang,"Pemandangannya indah, sejuk, dan banyak pepohonan rindang",positif,positif,positif,,,,,,,positif,,
waduk gondang,Tempat sejuk dan nyaman,positif,,positif,,positif,positif,,,,positif,positif,
waduk gondang,fasilitasnya Kurang terawat,,,,negatif,negatif,negatif,,,,,negatif,
waduk gondang,Luar Biasa,positif,,,,,,,,,,,
waduk gondang,Asri tempatnya indah buat spot foto,positif,positif,positif,,,,,,,positif,,
waduk gondang,"Tempatnya rindang, asri",positif,,,,,,,,,,,
waduk gondang,Pemandangan nya asri dan indah,positif,positif,positif,,,,,,,positif,,
waduk gondang,"Kren sipp pmandanganx,bguss suasana alam yg bgitu sgerr sjukk,adem poll pkok,e,,,mntaff,,,",positif,positif,positif,,,,,,,positif,,
waduk gondang,Sejuk nyaman,positif,,positif,positif,,positif,,,,positif,positif,
waduk gondang,"Sejuk,, nyaman",positif,,positif,positif,,positif,,,,positif,positif,
waduk gondang,Enk suasananya,,,,positif,,positif,,,,,positif,
waduk gondang,Sore hari di waduk Gondang,positif,,,,,,,,,,,
waduk gondang,Tempatnya sih asri sayang penataanya semrawut banyak fasilitasnya yang tdk terawat,,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
waduk gondang,Bagus utk kumpul² dan liburan bersama keluarga,positif,positif,positif,,,,,,,positif,,
waduk gondang,Tempat yg sejuk,positif,,positif,positif,,,,,,positif,,
waduk gondang,Sejuuuuk bangettt,positif,,positif,,,,,,,positif,,
waduk gondang,"Tdk ada yg menarik,  Lokasi nyelinep dipedesaan akses jalan kurang nyaman",,negatif,negatif,,,,,negatif,negatif,negatif,,negatif
waduk gondang,tempat yang bagus tapi akses jalan kurang bagus,,positif,positif,,,,,negatif,negatif,positif,,negatif
waduk gondang,aksesnya masih agak sulit dilewati mobil gerak roda depan ...,,,,,,,negatif,negatif,negatif,,,negatif
waduk gondang,jalan utama sangat jauh jalan masuknya banyak hutan hutan jadi dan jadi kalau mau kesini pastiin BBM penuh ya soalnya belum ada pom bensin,,,,,,,negatif,negatif,negatif,,,negatif
waduk gondang,jarak antara rumah ke tempatnya lumayan jauh,positif,,,,,,negatif,negatif,negatif,,,negatif
waduk gondang,fasilitas perlu mendapat perhatian lebih......,,,,negatif,negatif,negatif,,,,,negatif,
waduk gondang,"Tempat kotor, jalan banyak yg berlubang, tempat pkl tidak teratur",,negatif,,negatif,negatif,negatif,,negatif,negatif,,negatif,negatif
waduk gondang,"Recommended buat sm keluarga, tp masuk ke dalamnya jauh bgt heheh, kamar mandinya airnya kotorr",,positif,,negatif,negatif,negatif,,negatif,negatif,,negatif,negatif
waduk gondang,Tiket masuk super murah hanya sekitar 5000 rupiah. Lapangan parkir luas. Lokasi  lumayan dekat sekitar 25 km dari pusat kota lamongan.,positif,,,positif,,positif,positif,positif,positif,,positif,positif
waduk gondang,"Waduk Gondang adalah sebuah waduk yang ada di Kabupaten Lamongan, Provinsi Jawa Timur, Indonesia.  Waduk Gondang tepatnya terletak 19 km arah barat Kabupaten Lamongan. Untuk menuju lokasi ini selain dapat ditempuh dengan kendaraan pribadi dapat juga menggunakan angkutan umum dari Lamongan menuju Gondang.",,,,,,,negatif,positif,positif,,,positif
waduk gondang,"Buat di perjalanan nih yaaa. Klo bisa jgn ngelakuin perjalanan di daerah ini di atas jam set 5, Krn penerangan jalan msh blm ada. Jalanannya jg g lebar (alias sempit cuy)
Banyak jg kendaraan besar yg lewat daerah ini, jd lumayan bahaya sih. Apalg klo buat motor, klo mobil pastiin yg nyetir jago segala medan yaaa. Tetep safety, karena indonesia masih punya banyak tempat menarik buat di kunjungi.",,,,,,,negatif,negatif,negatif,,,negatif
waduk gondang,dari jalan utama sangat jauh jalan masuknya banyak hutan hutan jadi dan jadi kalau mau kesini pastiin BBM penuh ya soalnya belum ada pom bensin,,,,,,,,,,,,
waduk gondang,indah dan mempesona.akses jalan mudah.,positif,positif,positif,,,,positif,positif,positif,positif,,positif
waduk gondang,"Jangan khawatir jika Anda tidak membawa kendaraan, karena ada angkutan umum dari Lamongan ke Gondang yang dapat Anda gunakan",,,,,,,positif,positif,positif,,,positif
waduk gondang,"Selain kendaraan pribadi, Anda dapat menggunakan angkutan umum dari Lamongan ke Gondang untuk sampai di lokasi ini",,,,,,,positif,positif,positif,,,positif
waduk gondang,"Jika Anda tidak ingin membawa kendaraan pribadi, Anda dapat menggunakan angkutan umum dari Lamongan menuju Gondang",,,,,,,positif,positif,positif,,,positif
wbl,Tempatnya cocok buat ngajak liburan anak. Jarak dari kota Lamongan cukup jauh juga. Parkiran untuk kendaraan roda 4 luas.,positif,positif,positif,positif,positif,positif,negatif,negatif,negatif,positif,positif,negatif
wbl,Agak kurang terawat,negatif,negatif,negatif,,,,negatif,,,negatif,,
wbl,Tempatnya bagus banyak warna-warna yang menarik dan pelayanannya juga bagus,positif,positif,positif,,,,,,,positif,,
wbl,Banyak sekali wahana permainan anak2 dan edukasi kolamnya jg bersih petugas jaganya jg ramah2,positif,positif,positif,positif,positif,positif,positif,,,positif,positif,
wbl,Bagus,positif,,,positif,,,positif,,,,,
wbl,Berbagai macam wahana ada di wisata bahari lamongan yang harus anda coba. Seru bett,positif,positif,positif,positif,,,positif,,,positif,,
wbl,Kotor.. Di wahana kucing pengab.. Di kandang kerbau dan onta.. Baunya..... Kenapa g dibersihkan.. Padahal banyak petugas nganggur,,,,negatif,negatif,negatif,,,,,negatif,
wbl,Tempat yg menyenangkan untuk piknik,positif,positif,positif,positif,,,,,,positif,,
wbl,"Oke sih...cm agak di cat ulang tiap wahananya biar lebih menarik lg,lebih bersih ,gak berlumut,dam pohonnya lebih hijau ,,gak gersang",positif,negatif,negatif,positif,,,,,,negatif,,
wbl,Senang sekali,positif,,,positif,,,,,,,,
wbl,Semua wahana lengkap di WBL,positif,,positif,positif,,,,,,positif,,
wbl,pelayananya ramah oke bagus,positif,,,positif,positif,positif,,,,,positif,
wbl,Bagus,positif,,,positif,,,,,,,,
wbl,"sangat bagus dengan wahana permainan yang sangat menantang adrenalin.tempat parkir luas,toilet&mushola bagus.",positif,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,Kok semakin jorok tempatnya sekarang? Di tempat hewan onta dan kerbau (sejenisnya) kotorannya menumpuk dan baunya menyengat.. Dan beberapa tempat hewan lainnya juga bau.. Kasian hewan hewannya.. Mohon segera bisa di adakan pembersihan.. Biar hewannya nyaman.. Pengunjung juga nyaman,,,,negatif,negatif,negatif,,,,,negatif,
wbl,Tempat yang luas dan banyak aneka wahana permainan,positif,,positif,positif,,,,,,positif,,
wbl,Mantap,positif,,,positif,,,,,,,,
wbl,Oke,positif,,,positif,,,,,,,,
wbl,"Tempatnya sangat luas,,Parkirannya juga luas...Wahananya juga banyak dan bagus,,gak kalah sama wahana2 di tempat lain,,Ada beberapa jenis binatang seperti di jatim park Secret zoo malang...Tp di sni,,kita bisa lihat dan santai sambil mnikmati suasana pantai tanjung kodok...",positif,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,Wahana permainan & pantai,positif,,positif,positif,,,,,,positif,,
wbl,Wahana Bahari Lumayan untuk tempat Rekreasi keluarga,positif,positif,positif,positif,,,,,,positif,,
wbl,"WBL INI SERU SEKALII, tempatnya bagus, sejuk, nyaman, dan bersih. Cocok buat ide pose foto, dan disini saya punya kenangan yang indah",positif,positif,positif,positif,positif,positif,positif,,,positif,positif,
wbl,Bagus,positif,,,positif,,,positif,,,,,
wbl,"tempatnya bagus bersih rapi, banyak wahana, banyak kulinernya, banyak spot foto keren",positif,positif,positif,positif,positif,positif,positif,,,positif,positif,
wbl,"Saya dan keluarga saya berkunjung pada hari Sabtu kebetulan tempatnya tidak terlalu ramai, disini banyak sekali area untuk berfoto, disini juga ada kebun bintang, kolam renang, area bermain laut,dll .. sangat cocok untuk berlibur menghabiskan waktu bersama keluarga",positif,positif,positif,positif,,,positif,,,positif,,
wbl,Wahanya semakin banyak yang baru. Good,positif,positif,positif,positif,,,positif,,,positif,,
wbl,Bagus parkirnnya luas deket dengan pantai kolam renang nya bersih tapi kamar mandi nya agak bersih wahananya seru seru banget apalagi kalo hari libur malahan tambah rame,positif,positif,positif,positif,positif,positif,positif,,,positif,positif,
wbl,Bagus luas banyak wahananya namun saat ini sepi pengunjungnya,negatif,positif,positif,negatif,,,,,,positif,,
wbl,bagus,positif,,,positif,,,positif,,,,,
wbl,Lokasi wisata ini terletak di jalan utama surabaya - tuban. Tempat ini mudah dikenali karena ada ornamen patung kepiting raksasa yang ada di pintu masuk,positif,,,positif,,,positif,positif,positif,,,positif
wbl,Lokasinya jelas sangat indah wahananya banyak cocok untuk semua umur deh,positif,positif,positif,positif,,,positif,,,positif,,
wbl,Woow keren,positif,,,positif,,,positif,,,,,
wbl,"Tempat wisata di Lamongan paling luar biasa serunya, pelayanan sangat ramah, ke Lamongan wajib mampir ",positif,,positif,positif,positif,positif,,,,positif,positif,
wbl,"Bagus lokasi pantai dan menaranya, tempat hewannya menarik meski banyakan hewan luar Indonesia",positif,positif,positif,positif,,,,,,positif,,
wbl,"Akses jalan mulai bagus,perlu ditambah fasilitas kebersihan seperti tempat sampah dan perlu dijaga kebersihan area wisatanya",,,,negatif,negatif,negatif,positif,positif,positif,,negatif,positif
wbl,"parkir enak ad bbrp pohon dan juga luas, toilet gratis dan bersih",positif,,,positif,positif,positif,,,,,positif,
wbl,Tempat yang menarik wisatawan untuk berkunjung disini,positif,positif,positif,positif,,,,,,positif,,
wbl,Wisata hiburan keluarga dan edukasi pendidikan buat anak² sekolah jg bisa lengkap permainan,positif,positif,positif,positif,,,,,,positif,,
wbl,"Panas, gerah, tak sesuai harapan",,,,negatif,negatif,negatif,,,,,negatif,
wbl,Tetap ramai dan masih terjangkau,positif,positif,positif,positif,,,,,,positif,,
wbl,"Pelayanan baik, disetiap tempat ada kursi untuk duduk ",positif,,,,positif,positif,,,,,positif,
wbl,Wahana air yg lengkap dan berbagai macam wahana lainya yg membuat perasaan enggan mau keburu pulang,positif,positif,positif,positif,,,,,,positif,,
wbl,"Saya rasa karena akses dari Surabaya yang cukup jauh ketika keluar dari pintu tol menuju WBL, menyebabkan pengunjung dari Surabaya dan sekitarnya ga banyak, orang lebih suka ke malang, Trawas dan sekitarnya yang lebih mudah akses nya.",negatif,,,,,,,negatif,negatif,,,negatif
wbl,Tempat wahana rekreasi di pantai utara lamongan yang menyediakan banyak pilihan wahana permainan,positif,positif,positif,positif,,,,,,positif,,
wbl,"tempat berlibur yang cocok untuk anak anak, kaula muda dan keluarga. banyak wahana yg dapat dicoba dari yg kids friendly sampai wahana ekstrim
ada watersport juga karena dekat dengan laut, seru",positif,positif,positif,positif,,,,,,positif,,
wbl,"Tempatnya luas, permainannya banyak,",positif,positif,positif,,,,,,,positif,,
wbl,"Seperti jatimpark 1 banyak wahana , bedanya cuman ada lautnya, tapi bagus bgt kok",,positif,positif,positif,,,,,,positif,,
wbl,"Sekarang udh bagus dri sebelumnya ,, walaupun msh ada wahana yang maintenance",positif,positif,positif,positif,,,,,,positif,,
wbl,Mantap,,,,positif,,,,,,,,
wbl,"Taman hiburan pantai yang sangat terjangkau.... Banyak mesin hiburan yang menarik... Bersih dan rapi... Pilihan yang layak untuk ""menyembuhkan"" MBS Anda..",positif,positif,positif,positif,,,,,,positif,,
wbl,"Sewa sepeda 3 jam terlalu lama ,jadi bayarnya mahal",,negatif,negatif,negatif,,,,,,negatif,,
wbl,"Wahananya lengkap, banyak pilihannya. sesuai keinginan. Tiket masuk 55 rb. Tiket terusan 135 rb.",,positif,positif,positif,,,,,,positif,,
wbl,Lengkap wahananya.,,positif,positif,positif,,,,,,positif,,
wbl,Cocok untuk wisata lokal mengisi liburan.....ramai dan parkir cukup luas,,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,"Parkir luas. tempat bersih nyaman, wahana aman buat anak dan dewasa",positif,,,positif,positif,positif,,,,,positif,
wbl,Lumayan banyak wahananya..tapi panas karena di tepi pantai..,positif,,positif,,negatif,negatif,,,,positif,negatif,
wbl,Tempat Lumayan Bagus.. Pas Kesana Agak Sepi Padahal Hari Sabtu ... Pegawai nya ramah2,,positif,,positif,positif,positif,,,,,positif,
wbl,"Baru pertama kli datang ke sini permainan lumayan banyak apa lg bawa anak2 seru banget,",,positif,positif,positif,,,,,,positif,,
wbl,Baik,,,,positif,,,,,,,,
wbl,"Wahananya seru"" banget kayak di ancol.",positif,positif,positif,positif,,,,,,positif,,
wbl,tempatnya bersih,positif,,,positif,positif,positif,,,,,positif,
wbl,"Tidak begitu ramai, beberapa wahana kurang terawat",negatif,negatif,negatif,,,,,,,negatif,,
wbl,"Bagus dekat dengan laut,, enak buat liburan keluarga",positif,positif,positif,positif,,,,,,positif,,
wbl,parkiran luas...waterpark nya juga aman bagi anak2...dan banyak wahana lainnya..,,,,positif,positif,positif,,,,,positif,
wbl,Bagus tempatnya banyak wahananya tp buat anak kecil agak susah dan cuma bisa beberapa tempat wahana buat bocil. Jd buat anak kecil mungkin pesen tiketnya yg entrance aja kali ya. Sayang bgt ga kepake tiket wbl nya kepake cuma beberapa x aja,,negatif,negatif,negatif,,,,,,negatif,,
wbl,Sarana wisata komplit wahana permainan jg zoo,,positif,positif,positif,,,,,,positif,,
wbl,Seru banget permainan di dalamnya,,positif,positif,positif,,,,,,positif,,
wbl,"Perlu Peningkatan Fasilitas Pendingin di tiap wahana.
SEGERA PERBAIKI, permainan2 yg sedang rusak agar pengunjung tidak merasa dirugikan dengan banyaknya permainan yg tidak berfungsi, terutama di Wahana Terakhir WBL",negatif,negatif,negatif,negatif,negatif,negatif,,,,negatif,negatif,
wbl,Edukasi aneka satwa binatang dan alam,,positif,positif,positif,,,,,,positif,,
wbl,"cukup menyenangkan bisa berkunjung ke wbl, terdapat banyak sekali wahana yang bisa dicoba. mulai dari wahana yang menyenangkan seperti rumah kucing, rollercoaster, kolam renang, rumah hantu dan masih banyak lagi. karena wbl ini sendiri lokasinya dekat dengan laut, jadi kita juga bisa menikmati hamparan laut yang luas.",,positif,positif,positif,,,,,,positif,,
wbl,Sangat tidak rekomended. pelayanan sangat kurang. Wahana berbayar terus. padahal sudah tiekt terusan.,,negatif,negatif,negatif,negatif,negatif,,,,negatif,negatif,
wbl,beberapa wahana terlihat kurang terawat dan kurang nyaman di naiki,negatif,,negatif,,negatif,,,,,negatif,,
wbl,"Kesini memang udah niat nggak pengen naik wahana², jadi tertolong banget dengan adanya tiket entrance saja yg murah meriah. tempat lumayan luas, masuk jam setengah 9, jam 2 keluar. Yah karena nggak naik wahana² jadi cepet.Toilet ada banyak ga repot kalau nyari toilet. Pusat oleh² yg di pasar hidangan B murah².Ada pasir putih dengan gazebo yg bikin tambah bagus.",,,,positif,positif,positif,,,,,positif,
wbl,Untuk makanan yg kurang mantap,,,,negatif,,negatif,,,,,negatif,
wbl,Super menyenangkan. Bahagia banget. Alhamdulillah. Bakalan kangen sama wahana2nya.,,positif,positif,positif,,,,,,positif,,
wbl,sangat bagus lokasinya dipinggir laut,,positif,positif,positif,,,positif,,,positif,,
wbl,Tempat yang sangat recommended bgt,,positif,positif,positif,,,,,,positif,,
wbl,"Tiket wbl 100 rb (tanpa maharani). Banyak wahana kurang terawat. Hampir semua wahana konsepnya serasa misteri gak sesuai namanya (rumah kaca, bajak laut, istana boneka, antariksa). Masuk museum islami (bayar 20 rb), tetap berasa horror. Apalagi pas sepi tidak ada pengunjung lain dan patung2 dengan pencahayaan kurang membuat makin merinding. Beberapa wahana ditutup dengan alasan rusak dan perbaikan. Istana kucing, kasihan lihat kucingnya. Tampak lesu kurang makan, tidak lucu malah buat iba.",,negatif,negatif,,,,,,,negatif,,
wbl,Memuaskan wahananya,,positif,positif,positif,,,,,,positif,,
wbl,"Di musim liburan pengunjung mulai naik dan banyak, Wahana wisata tetap layak dikunjungi, lengkap wisata permainan, keindahan laut dan kulinernya luar biasa.
Parkir luas, poros jalan lebar, nyaman untuk rekreasi keluarga dan warga",,positif,positif,positif,positif,positif,,positif,positif,positif,positif,positif
wbl,"Parkir luas, poros jalan lebar, nyaman untuk rekreasi keluarga dan warga",,positif,positif,positif,,,,,,positif,,
wbl,Tempat yg penuh dengan wahana dengan Tiket terusan kita bisa menikmati semua wahana yg ada dan menikmat waktu liburan bersama keluarga tentunya.,,positif,positif,positif,,,,,,positif,,
wbl,"Wahana banyak, dari pagi main sampai sore puas rasanya disini",,positif,positif,positif,,,,,,positif,,
wbl,tolong dong dibikin rute satu arah atau gimana kek. Biar nggak muter² balik lagi kesana sini karena ada yg terlewat.,,,,positif,,,,negatif,negatif,,,negatif
wbl,Saat kesana arena bermain bersama kucing sedang tutup. Nggak ada petugasnya dan nggak ada kucingnya.,,,,,negatif,negatif,,,,,negatif,
wbl,Bnyak permainan wahana,,positif,positif,,,,,,,positif,,
wbl,"Tempat bersih dan nyaman, beberapa wahana sedang dalam perbaikan tapi sangat respek karena hal tersebut menunjukkan pihak pengelola WBL peduli pada keselamatan pengunjung",,positif,positif,positif,positif,positif,,,,positif,positif,
wbl,Di bagian beberapa kandang hewan terlihat kurang terjaga kebersihan dan beberapa hewan kurang terawat serta sarana dan prasarana penunjang kurang diperhatikan,,,,negatif,negatif,negatif,,,,,negatif,
wbl,Saat liburan sekolah dulu aku kerumah tanteku dan seklaian liburan ke wisata bahari lamongan disana banyak tempat tempat bagus untuk foto dan eahana wahana yangvmenarik. Saat itu paling seru masuk ke wahana rumah hantu,positif,positif,positif,positif,,,,,,positif,,
wbl,"gua insect nya ngeri karena nggak ada petugas yg jaga dan pas aku masuk nggak ada pengunjung satupun mana guanya ternyata lebih panjang dari maharani. Tolong dikasih petugas jaga ya, dan tolong itu patung buaya horor banget ditaruh situ",,,,negatif,negatif,negatif,,,,,negatif,
wbl,"salah satu taman hiburan di Kabupaten Lamongan! ada banyak wahana yang bisa dimainkan, harga tiketnya worth it banget!",,positif,positif,positif,,,,,,positif,,
wbl,"Suka dengan wahaya yang ada di WBL, anak2 juga pada suka...",,positif,positif,positif,,,,,,positif,,
wbl,Wisata Bahari Lamongan yang sangat bagus cocok di kunjungi oleh semua kalangan dengan harga yang wort it di kantong disajikan banyak wahana dan tempat makan yang banyak dan juga disajikan view langsung ke pantai,,positif,positif,positif,,,,,,positif,,
wbl,"Alhamdulillah WBL sudah menggeliat lagi dengan pengunjung yang mulai rame,  semoga kondisi ini seterusnya tanpa takut dan ditakut-takuti masalah covid dan vaksin.
Roda ekonomi dah melesat ladi di pantura. Khusus WBL fasilitas dan pelayanan masih amat bagus, bersih dan jauh dari aroma negatif.",positif,,,positif,positif,positif,,,,,positif,
wbl,Bagus. Fasilitas bertambah. Toilet bersih dan wangi,positif,,,positif,positif,positif,,,,,positif,
wbl,Ada kurang lebih 51 fasilitas untuk paket WBL,,,,positif,,positif,,,,,positif,
